headline,url,author,pubdate
Oregon's Devon Allen turns pro,http://registerguard.com/rg/video/34999725-319/oregons-devon-allen-turns-pro.html.csp,Chris Pietsch,2016-11-17 10:54:02
Game highlights: Stanford beats Oregon,http://registerguard.com/rg/video/34984005-319/game-highlights-stanford-beats-oregon.html.csp,Chris Pietsch,2016-11-12 20:25:01
Press Box: Stanford hangs losing season on Oregon,http://registerguard.com/rg/video/34983096-319/press-box-stanford-hangs-losing-season-on-oregon.html.csp,Chris Pietsch,2016-11-12 17:55:01
Double-crop raspberries,http://registerguard.com/rg/video/34978553-319/double-crop-raspberries.html.csp,,2016-11-11 14:43:51
Dare to escape,http://registerguard.com/rg/video/34977774-319/dare-to-escape.html.csp,Kelly Lyon,2016-11-11 10:02:21
Anti-Trump rally in Eugene,http://registerguard.com/rg/video/34970267-319/anti-trump-rally-in-eugene.html.csp,Chris Pietsch,2016-11-09 01:46:02
Pantsuit Nation shows support for Clinton in Eugene on election day,http://registerguard.com/rg/video/34968680-319/pantsuit-nation-shows-support-for-clinton-in-eugene-on-election-day.html.csp,Kelly Lyon,2016-11-08 17:43:01
Ballot buddies,http://registerguard.com/rg/video/34968264-319/ballot-buddies.html.csp,Kelly Lyon,2016-11-08 14:36:00
Beer by the (Plato) numbers,http://registerguard.com/rg/video/34965891-319/beer-by-the-plato-numbers.html.csp,Kelly Lyon,2016-11-07 15:42:56
Fire at Pacific States Plywood,http://registerguard.com/rg/video/34954712-319/fire-at-pacific-states-plywood.html.csp,Chris Pietsch,2016-11-03 22:16:01
An Iron Welcome,http://registerguard.com/rg/video/34950438-319/an-iron-welcome.html.csp,Kelly Lyon,2016-11-02 18:40:05
Mediterranean Network,http://registerguard.com/rg/video/34945851-319/mediterranean-network.html.csp,Kelly Lyon,2016-11-01 12:39:01
Herbert on the win over ASU,http://registerguard.com/rg/video/34939161-319/herbert-on-the-win-over-asu.html.csp,Chris Pietsch,2016-10-29 22:13:21
PressBox: Oregon gets a much needed win,http://registerguard.com/rg/video/34938743-319/pressbox-oregon-gets-a-much-needed-win.html.csp,Chris Pietsch,2016-10-29 20:12:01
Ah Sam puts on a show in last football game,http://registerguard.com/rg/video/34936562-319/ah-sam-puts-on-a-show-in-last-football-game.html.csp,Collin Andrew,2016-10-29 08:07:01
Eugene Ski Swap,http://registerguard.com/rg/video/34934275-319/eugene-ski-swap.html.csp,Collin Andrew,2016-10-28 11:44:01
Glass-O-Lanterns,http://registerguard.com/rg/video/34928822-319/glass-o-lanterns.html.csp,Kelly Lyon,2016-10-26 18:28:01
Oregon embraces Pac-12 poll lead,http://registerguard.com/rg/video/34918742-319/oregon-embraces-pac-12-poll-lead.html.csp,Chris Pietsch,2016-10-23 13:18:47
OSU's Wayne and Tres Tinkle cheer the Cubs in championship series,http://registerguard.com/rg/video/34916210-319/osus-wayne-and-tres-tinkle-cheer-the-cubs-in-championship-series.html.csp,Chris Pietsch,2016-10-22 15:14:01
"An unbearable finish for Herbert, Ducks",http://registerguard.com/rg/video/34915543-319/an-unbearable-finish-for-herbert-ducks.html.csp,Chris Pietsch,2016-10-22 10:25:01
Oregon embraces Pac-12 poll lead,http://registerguard.com/rg/video/34918742-319/oregon-embraces-pac-12-poll-lead.html.csp,Chris Pietsch,2016-10-22 10:21:01
Good Walks: See a side of fall at Sweet Creek Falls,http://registerguard.com/rg/video/34913111-319/good-walks-see-a-side-of-fall-at-sweet-creek-falls.html.csp,Kim Gilbert,2016-10-21 11:18:34
Petals of kindness,http://registerguard.com/rg/video/34907734-319/petals-of-kindness.html.csp,Kelly Lyon,2016-10-19 16:17:01
Press Box: Oregon needs a win in California,http://registerguard.com/rg/video/34904615-319/press-box-oregon-needs-a-win-in-california.html.csp,Chris Pietsch,2016-10-18 17:09:01
The second-ranked Irish swamped depleted Wolverines,http://registerguard.com/rg/video/34895031-319/the-second-ranked-irish-swamped-depleted-wolverines.html.csp,Collin Andrew,2016-10-15 08:30:01
Someone to crow about,http://registerguard.com/rg/video/34892538-319/someone-to-crow-about.html.csp,Kelly Lyon,2016-10-14 11:02:10
A lifetime of costumery,http://registerguard.com/rg/video/34888319-319/a-lifetime-of-costumery.html.csp,Kelly Lyon,2016-10-12 22:06:01
Conquering concussion,http://registerguard.com/rg/video/34884716-319/conquering-concussion.html.csp,Chris Pietsch and Collin Andrew,2016-10-11 15:49:01
"Oregon's Justin Herbert starts, Ducks lose",http://registerguard.com/rg/video/34879425-319/oregons-justin-herbert-starts-ducks-lose.html.csp,Chris Pietsch,2016-10-09 19:04:02
"Brady Hoke on the loss: ""It hurts!""",http://registerguard.com/rg/video/34878277-319/brady-hoke-on-the-loss-it-hurts.html.csp,Chris Pietsch,2016-10-09 11:01:30
The Press Box: The streak is over,http://registerguard.com/rg/sports/football/34877475-69/the-press-box-the-streak-is-over.html.csp,Chris Pietsch,2016-10-08 21:20:00
"Time for work, fun in garden",http://registerguard.com/rg/video/34874011-319/time-for-work-fun-in-garden.html.csp,,2016-10-07 15:32:30
Celebrate with henna,http://registerguard.com/rg/video/34872964-319/celebrate-with-henna.html.csp,Kelly Lyon,2016-10-07 10:21:43
Oregon’s Dana Altman downplays preseason rankings,http://registerguard.com/rg/video/34871378-319/oregons-dana-altman-downplays-preseason-rankings.html.csp,Andy Nelson,2016-10-06 18:20:01
"New twist for golden, homemade cider",http://registerguard.com/rg/video/34870049-319/new-twist-for-golden-homemade-cider.html.csp,,2016-10-06 10:53:28
Creative Carvings,http://registerguard.com/rg/video/34870048-319/creative-carvings.html.csp,Kelly Lyon,2016-10-06 10:44:01
UO gets a new EMU,http://registerguard.com/rg/video/34868106-319/uo-gets-a-new-emu.html.csp,Kelly Lyon,2016-10-05 16:29:02
Putting the wild in Wildcraft Cider Works,http://registerguard.com/rg/video/34864584-319/putting-the-wild-in-wildcraft-cider-works.html.csp,Kelly Lyon,2016-10-04 14:56:01
Broga for everyone,http://registerguard.com/rg/video/34860506-319/broga-for-everyone.html.csp,Kelly Lyon,2016-10-03 08:49:02
LaVelle’s crush,http://registerguard.com/rg/video/34854055-319/lavelles-crush.html.csp,Kelly Lyon,2016-10-01 07:32:32
Tikal Latin Flavor,http://registerguard.com/rg/video/34841331-319/tikal-latin-flavor.html.csp,Kylie Juggert,2016-09-27 16:34:01
Sheldon dominates North Medford 35-0 in a battle of Southwest Conference unbeatens,http://registerguard.com/rg/video/34837594-319/sheldon-dominates-north-medford-35-0-in-a-battle-of-southwest-conference-unbeatens.html.csp,Collin Andrew,2016-09-26 14:14:35
Colorado interception stuns Oregon,http://registerguard.com/rg/video/34834062-319/colorado-interception-stuns-oregon.html.csp,Chris Pietsch,2016-09-25 13:19:58
Press Box: Buffs upset Ducks,http://registerguard.com/rg/video/34832180-319/press-box-buffs-upset-ducks.html.csp,Ryan Thorburn and Steve Mims,2016-09-24 19:46:01
Good Walks: To the top of Tidbits Mountain,http://registerguard.com/rg/video/34827127-319/good-walks-to-the-top-of-tidbits-mountain.html.csp,Kim Gilbert,2016-09-23 10:00:37
‘Waterfall’ bathroom theme,http://registerguard.com/rg/video/34827023-319/waterfall-bathroom-theme.html.csp,,2016-09-23 09:21:45
Oregon vs. Nebraska: Going for two,http://registerguard.com/rg/video/34813733-319/oregon-vs.-nebraska-going-for-two.csp,Chris Pietsch,2016-09-19 09:11:02
The Press Box: Nebraska over Oregon,http://registerguard.com/rg/video/34809619-319/the-press-box-nebraska-over-oregon.html.csp,Ryan Thorburn and Steve Mims,2016-09-17 21:14:06
Fourth and the Game!,http://registerguard.com/rg/video/34808589-319/fourth-and-the-game.html.csp,Chris Pietsch,2016-09-17 18:10:01
Colts outlast Highlanders for 48-42 two-overtime win,http://registerguard.com/rg/video/34806990-319/colts-outlast-highlanders-for-48-42-two-overtime-win.html.csp,Collin Andrew,2016-09-17 10:47:08
Savanna restoration begins,http://registerguard.com/rg/video/34801747-319/savanna-restoration-begins.html.csp,Kelly Lyon,2016-09-15 16:36:01
The Ice Cream Man,http://registerguard.com/rg/video/34798416-319/the-ice-cream-man.html.csp,Kylie Juggert,2016-09-14 16:50:00
Devon Allen’s first TD after Olympics,http://registerguard.com/rg/video/34793880-319/devon-allens-first-td-after-olympics.html.csp,Andy Nelson,2016-09-13 11:21:01
Beautify plain old concrete,http://registerguard.com/rg/video/34790337-319/beautify-plain-old-concrete.html.csp,,2016-09-12 10:24:52
Royce Freeman runs 85-yards for the touchdown,http://registerguard.com/rg/video/34787291-319/royce-freeman-runs-85-yards-for-the-touchdown.html.csp,Andy Nelson,2016-09-11 11:50:00
Chief Kerns responds to shooting,http://registerguard.com/rg/video/34783745-319/chief-kerns-responds-to-shooting.html.csp,Chris Pietsch,2016-09-10 12:54:01
"Sheldon 54, Sunset 44",http://registerguard.com/rg/video/34783571-319/sheldon-54-sunset-44.html.csp,Collin Andrew,2016-09-10 11:25:53
Camas Country Schoolhouse Bakery and Store,http://registerguard.com/rg/video/34781466-319/camas-country-schoolhouse-bakery-and-store.html.csp,Collin Andrew,2016-09-09 16:12:39
The Press Box: Hoos your daddy?,http://registerguard.com/rg/video/34779359-319/the-press-box-hoos-your-daddy.html.csp,Ryan Thorburn,2016-09-08 21:37:18
Brand new school welcomes students,http://registerguard.com/rg/video/34778224-319/brand-new-school-welcomes-students.html.csp,Kelly Lyon,2016-09-08 15:10:01
Late winter or bust for fresh tomatoes,http://registerguard.com/rg/video/34777377-319/late-winter-or-bust-for-fresh-tomatoes.html.csp,Collin Andrew,2016-09-08 10:28:19
Harboring a view of the bay,http://registerguard.com/rg/video/34777287-319/harboring-a-view-of-the-bay.html.csp,Kelly Lyon,2016-09-08 10:09:45
Sebastian's Story,http://registerguard.com/rg/video/34775415-319/sebastians-story.html.csp,Kylie Juggert,2016-09-07 18:29:01
Oregon debuts the 4-3 D,http://registerguard.com/rg/video/34766702-319/oregon-debuts-the-4-3-d.html.csp,Chris Pietsch,2016-09-04 22:36:00
Century Farm: The legacy of 150 years,http://registerguard.com/rg/video/34764508-319/century-farm-the-legacy-of-150-years.html.csp,Kylie Juggert,2016-09-04 08:35:31
Prukop on the win,http://registerguard.com/rg/video/34764027-319/prukop-on-the-win.html.csp,Chris Pietsch,2016-09-03 22:21:01
The Press Box: Oregon vs. UC Davis,http://registerguard.com/rg/video/34763299-319/the-press-box-oregon-vs.-uc-davis.csp,Chris Pietsch,2016-09-03 19:56:01
South Eugene falls to Madison in season opener,http://registerguard.com/rg/video/34760587-319/south-eugene-falls-to-madison-in-season-opener.html.csp,Andy Nelson,2016-09-03 00:17:01
Best seats in the house,http://registerguard.com/rg/video/34757796-319/best-seats-in-the-house.html.csp,Kelly Lyon,2016-09-02 10:21:35
New mural brightens downtown,http://registerguard.com/rg/video/34753996-319/new-mural-brightens-downtown.html.csp,Kelly Lyon,2016-09-01 08:12:01
"Big quilt, little quilt, colors that pop",http://registerguard.com/rg/video/34747327-319/big-quilt-little-quilt-colors-that-pop.html.csp,,2016-08-30 12:15:30
Burpees for cancer,http://registerguard.com/rg/video/34746738-319/burpees-for-cancer.html.csp,Kelly Lyon,2016-08-30 08:04:01
Helfrich names starting quarterbacks,http://registerguard.com/rg/video/34738774-319/helfrich-names-starting-quarterbacks.html.csp,Chris Pietsch,2016-08-27 14:57:01
"Good Walks: Crashing, smashing beauties",http://registerguard.com/rg/video/34735714-319/good-walks-crashing-smashing-beauties.html.csp,Kim Gilbert,2016-08-26 15:10:37
Spicing it up with barrels,http://registerguard.com/rg/video/34729956-319/spicing-it-up-with-barrels.html.csp,Kelly Lyon,2016-08-25 08:59:01
Un poquito picoso,http://registerguard.com/rg/video/34728464-319/un-poquito-picoso.html.csp,Chris Pietsch,2016-08-24 11:39:00
Ducks van a España,http://registerguard.com/rg/video/34712177-319/ducks-van-a-españa.html.csp,Chris Pietsch,2016-08-19 15:00:00
Farm-fresh Rain Northwest,http://registerguard.com/rg/video/34711756-319/farm-fresh-rain-northwest.html.csp,Kelly Lyon,2016-08-19 13:45:25
Willamettans: The freedom of nudity,http://registerguard.com/rg/video/34690614-319/willamettans-the-freedom-of-nudity.html.csp,Kylie Juggert,2016-08-14 17:51:00
New children’s book keeps Bigfoot legend alive,http://registerguard.com/rg/video/34679906-319/new-childrens-book-keeps-bigfoot-legend-alive.html.csp,Kelly Lyon,2016-08-12 10:36:49
Hoopers attempt to break record,http://registerguard.com/rg/video/34677408-319/hoopers-attempt-to-break-record.html.csp,Kelly Lyon,2016-08-11 18:14:00
Oregon Ducks QB Coach Yost says competition is split,http://registerguard.com/rg/video/34671739-319/oregon-ducks-qb-coach-yost-says-competition-is-split.html.csp,Andy Nelson,2016-08-10 15:10:01
Good luck Devon Allen,http://registerguard.com/rg/video/34670211-319/good-luck-devon-allen.html.csp,Chris Pietsch,2016-08-10 08:48:00
Ballet Storybook Dance Camp,http://registerguard.com/rg/video/34668234-319/ballet-storybook-dance-camp.html.csp,Kylie Juggert,2016-08-09 19:06:00
Oregon football: The quarterback battle,http://registerguard.com/rg/video/34663154-319/oregon-football-the-quarterback-battle.html.csp,Chris Pietsch and Kelly Lyon,2016-08-08 16:59:01
Oregon Ducks football media day,http://registerguard.com/rg/video/34662077-319/2016-oregon-ducks-football-media-day.html.csp?autoStart=true,Kelly Lyon,2016-08-08 13:10:01
Flower power fiber arts,http://registerguard.com/rg/video/34651295-319/flower-power-fiber-arts.html.csp,,2016-08-05 18:03:57
Flavors of Scandinavia,http://registerguard.com/rg/video/34649668-319/flavors-of-scandinavia.html.csp,Collin Andrew,2016-08-05 12:45:49
The Bybee Creek fire,http://registerguard.com/rg/video/34647877-319/the-bybee-creek-fire.html.csp,Brian Davies,2016-08-04 17:14:01
Soothing green August oasis,http://registerguard.com/rg/video/34647175-319/soothing-green-august-oasis.html.csp,,2016-08-04 14:16:45
Women’s Institute on Leadership and Disability,http://registerguard.com/rg/video/34639701-319/womens-institute-on-leadership-and-disability.html.csp,Kelly Lyon,2016-08-02 15:19:01
Duck Football picked third in Pac-12 North,http://registerguard.com/rg/video/34636667-319/duck-football-picked-third-in-pac-12-north.html.csp,Chris Pietsch,2016-08-01 16:47:01
KWVA rocks new studios,http://registerguard.com/rg/video/34628663-319/kwva-rocks-new-studios.html.csp,Kelly Lyon,2016-07-29 22:42:01
Ukulele Camp,http://registerguard.com/rg/video/34627555-319/ukulele-camp.html.csp,Kylie Juggert,2016-07-29 16:49:01
Athletes get excited for Summer Series,http://registerguard.com/rg/video/34624103-319/athletes-get-excited-for-summer-series.html.csp,Kelly Lyon,2016-07-28 16:50:01
Olympic Preview: Oregon's Stevens Rio bound,http://registerguard.com/rg/video/34619442-319/olympic-preview-oregons-stevens-rio-bound.html.csp,Chris Pietsch,2016-07-27 12:21:01
Olympic Preview: Devon Allen is ready for Rio,http://registerguard.com/rg/video/34615276-319/olympic-preview-devon-allen-is-ready-for-rio.html.csp,Chris Pietsch,2016-07-26 11:22:01
Olympic Preview: Washington named to 4x100 relay team,http://registerguard.com/rg/video/34613074-319/olympic-preview-washington-named-to-4x100-relay-team.html.csp,Chris Pietsch,2016-07-25 18:00:01
Pac-12 football season preview: Oregon State,http://registerguard.com/rg/video/34611962-319/pac-12-football-season-preview-oregon-state.html.csp,Chris Pietsch,2016-07-25 11:57:02
Stand-up paddleboard yoga,http://registerguard.com/rg/video/34602939-319/stand-up-paddleboard-yoga.html.csp,Collin Andrew,2016-07-22 11:32:32
The ferris wheel through a child's eyes,http://registerguard.com/rg/video/34602699-319/the-ferris-wheel-through-a-childs-eyes.html.csp,Kylie Juggert,2016-07-22 09:50:01
Building better butterfly byways,http://registerguard.com/rg/video/34598988-319/building-better-butterfly-byways.html.csp,,2016-07-21 09:29:15
Warm welcome for bats,http://registerguard.com/rg/video/34598882-319/warm-welcome-for-bats.html.csp,,2016-07-21 08:57:32
Batitat to the rescue,http://registerguard.com/rg/video/34598733-319/batitat-to-the-rescue.html.csp,Kelly Lyon,2016-07-21 07:44:32
Opening day of the fair,http://registerguard.com/rg/video/34597190-319/opening-day-of-the-fair.html.csp,Kelly Lyon,2016-07-20 19:20:01
From football to fútbol: Real grass comes to Autzen Stadium,http://registerguard.com/rg/video/34594856-319/from-football-to-fútbol-real-grass-comes-to-autzen-stadium.html.csp,Kylie Juggert,2016-07-20 09:29:02
Decked out flower garden,http://registerguard.com/rg/video/34592828-319/decked-out-flower-garden.html.csp,,2016-07-20 08:01:40
PeaceHealth Sacred Heart Medical Center in Eugene marks 80 years,http://registerguard.com/rg/video/34592877-319/peacehealth-sacred-heart-medical-center-in-eugene-marks-80-years.html.csp,Kelly Lyon,2016-07-19 17:37:03
Magical mineral of beauty,http://registerguard.com/rg/video/34591717-319/magical-mineral-of-beauty.html.csp,,2016-07-19 10:46:32
Olympian Devon Allen is excused,http://registerguard.com/rg/video/34589463-319/olympian-devon-allen-is-excused.html.csp,Chris Pietsch,2016-07-18 16:43:01
This is NOT your father's yo-yo,http://registerguard.com/rg/video/34587508-319/this-is-not-your-fathers-yo-yo.html.csp,Chris Pietsch,2016-07-18 06:55:02
Running at the front of the Pac,http://registerguard.com/rg/video/34584978-319/running-at-the-front-of-the-pac.html.csp,Chris Pietsch,2016-07-17 09:41:01
"Camp, Camera, Action!",http://registerguard.com/rg/video/34580784-319/camp-camera-action.html.csp,Kelly Lyon,2016-07-15 18:42:08
Young Women’s Fire Camp,http://registerguard.com/rg/video/34580048-319/young-womens-fire-camp.html.csp,Kylie Juggert,2016-07-15 14:59:01
Pizza perfect,http://registerguard.com/rg/video/34579194-319/pizza-perfect.html.csp,Kelly Lyon,2016-07-15 10:59:24
The Pac-12 Media Day water bottle toss,http://registerguard.com/rg/video/34578729-319/the-pac-12-media-day-water-bottle-toss.html.csp,Chris Pietsch,2016-07-15 08:02:10
Duck Football picked third in Pac-12,http://registerguard.com/rg/video/34577321-319/duck-football-picked-third-in-pac-12.html.csp,Chris Pietsch,2016-07-14 16:24:02
From Domaine Meriwether to Valhalla Winery,http://registerguard.com/rg/video/34576814-319/from-domaine-meriwether-to-valhalla-winery.html.csp,Kelly Lyon,2016-07-14 14:00:14
Bluesy Tunes and Non-GMO Tofu: The Alves Brothers,http://registerguard.com/rg/video/34565435-319/bluesy-tunes-and-non-gmo-tofu-the-alves-brothers.html.csp,Kylie Juggert,2016-07-10 16:54:01
Oregon Country Fair: Where tofu and music meet,http://registerguard.com/rg/video/34561094-319/oregon-country-fair-where-tofu-and-music-meet.html.csp,Kylie Juggert,2016-07-09 08:56:01
Christmas in June: Toilet Paper Drive,http://registerguard.com/rg/video/34556369-319/christmas-in-june-toilet-paper-drive.html.csp,Kylie Juggert,2016-07-07 21:55:43
"Upsides, downsides of urban ducks",http://registerguard.com/rg/video/34550393-319/upsides-downsides-of-urban-ducks.html.csp,,2016-07-07 08:56:57
Waste water not to waste,http://registerguard.com/rg/video/34546673-319/waste-water-not-to-waste.html.csp,,2016-07-05 09:51:20
Olympic Trials video: Oregon’s first Olympic Gold Medalist,http://registerguard.com/rg/video/34543561-319/olympic-trials-video-oregons-first-olympic-gold-medalist.html.csp,Chris Pietsch,2016-07-04 08:04:02
Olympic Trials: Honoring the past,http://registerguard.com/rg/video/34540229-319/olympic-trials-honoring-the-past.html.csp,Chris Pietsch,2016-07-02 22:18:04
The voice of Hayward Field,http://registerguard.com/rg/video/34539330-319/the-voice-of-hayward-field.html.csp,Kelly Lyon,2016-07-02 17:25:01
Playing the tasting game,http://registerguard.com/rg/video/34530748-319/playing-the-tasting-game.html.csp,Collin Andrew,2016-06-30 12:41:19
"Olympic Trials preview: Eaton, Felix and Gatlin",http://registerguard.com/rg/video/34530749-319/olympic-trials-preview-eaton-felix-and-gatlin.html.csp,Kylie Juggert,2016-06-30 12:37:01
TrackTown16 Fan Zone,http://registerguard.com/rg/video/34529870-319/tracktown16-fan-zone.html.csp,Kelly Lyon,2016-06-30 08:44:01
"Gotta-get garden plants, 2016",http://registerguard.com/rg/video/34523492-319/gotta-get-garden-plants-2016.html.csp,,2016-06-28 16:05:40
Olympic Trials preview: Galen Rupp,http://registerguard.com/rg/video/34523190-319/olympic-trials-preview-galen-rupp.html.csp,Chris Pietsch,2016-06-28 14:13:01
Good Walks: Summer rush,http://registerguard.com/rg/video/34510175-319/good-walks-summer-rush.html.csp,Kim Gilbert,2016-06-24 12:44:15
New Bethel Barn,http://registerguard.com/rg/video/34507166-319/new-bethel-barn.html.csp,Kelly Lyon,2016-06-23 17:09:01
World War II-era aircraft visit Eugene,http://registerguard.com/rg/video/34499385-319/world-war-ii-era-aircraft-visit-eugene.html.csp,Andy Nelson,2016-06-21 16:36:01
Restriping opinions,http://registerguard.com/rg/video/34488875-319/restriping-opinions.html.csp,Kelly Lyon,2016-06-18 08:26:32
"A garden: paradox, paradise",http://registerguard.com/rg/video/34486504-319/a-garden-paradox-paradise.html.csp,,2016-06-17 13:59:42
Aim higher for summer produce,http://registerguard.com/rg/video/34486469-319/aim-higher-for-summer-produce.html.csp,,2016-06-17 13:48:00
The soda king of Cottage Grove,http://registerguard.com/rg/video/34483823-319/the-soda-king-of-cottage-grove.html.csp,Kelly Lyon,2016-06-16 17:16:57
Shooting update from near the UCC shooting scene,http://registerguard.com/rg/video/34483287-319/shooting-update-from-near-the-ucc-shooting-scene.html.csp,Chelsea Gorrow,2016-06-16 14:36:47
Trump vs. Media,http://registerguard.com/rg/video/34483243-319/trump-vs.-media.csp,Chris Pietsch,2016-06-16 14:27:01
"Artificial lawn, Autzen style",http://registerguard.com/rg/video/34482360-319/artificial-lawn-autzen-style.html.csp,,2016-06-16 10:18:34
Garden tour in apple-pie country,http://registerguard.com/rg/video/34479691-319/garden-tour-in-apple-pie-country.html.csp,,2016-06-15 15:05:07
Douglas fir meltdown,http://registerguard.com/rg/video/34471401-319/douglas-fir-meltdown.html.csp,,2016-06-13 10:06:49
‘Music in Garden’ tour returns Sunday,http://registerguard.com/rg/video/34458029-319/music-in-garden-tour-returns-sunday.html.csp,,2016-06-09 10:04:28
